,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33486,33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,no
33487,45,admin.,married,unknown,no,13562,yes,no,telephone,20,apr,16,12,-1,0,unknown,no
33498,35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,no
33508,26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
33510,32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes
33517,35,blue-collar,single,tertiary,no,1011,yes,no,cellular,20,apr,36,2,349,1,failure,no
33520,40,blue-collar,single,primary,no,1530,yes,no,cellular,20,apr,8,3,315,1,failure,no
33522,27,services,single,secondary,no,343,yes,no,cellular,20,apr,282,2,320,1,other,no
33528,56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,189,2,-1,0,unknown,no
33539,39,services,single,secondary,no,0,yes,yes,cellular,20,apr,286,4,-1,0,unknown,no
33549,28,admin.,married,secondary,no,49,yes,no,cellular,20,apr,17,3,-1,0,unknown,no
33551,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
33557,41,blue-collar,married,primary,no,449,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
33563,38,technician,divorced,tertiary,no,304,yes,no,cellular,20,apr,8,2,-1,0,unknown,no
33565,36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no
33567,48,unemployed,married,secondary,no,3287,yes,yes,cellular,20,apr,242,2,307,1,failure,no
33572,37,blue-collar,married,secondary,no,56,yes,no,cellular,20,apr,46,2,285,1,failure,no
33576,45,services,single,secondary,no,303,yes,no,cellular,20,apr,110,3,-1,0,unknown,no
33585,36,management,married,tertiary,no,0,yes,no,cellular,20,apr,142,3,150,3,failure,no
33591,37,blue-collar,married,secondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no
33619,51,management,married,secondary,no,563,yes,no,cellular,20,apr,23,6,-1,0,unknown,no
33628,34,services,married,secondary,no,409,yes,no,cellular,20,apr,104,4,-1,0,unknown,no
33630,35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,unknown,no
33631,48,admin.,divorced,secondary,no,4,yes,no,cellular,20,apr,7,5,318,10,other,no
33634,34,services,married,secondary,no,790,yes,no,cellular,20,apr,579,2,350,1,failure,no
33642,29,blue-collar,married,secondary,no,3007,yes,no,cellular,20,apr,19,5,-1,0,unknown,no
33644,33,technician,single,secondary,no,641,yes,yes,cellular,20,apr,242,3,-1,0,unknown,no
33645,44,services,married,secondary,no,634,yes,no,cellular,20,apr,226,2,-1,0,unknown,no
33647,28,technician,single,tertiary,no,230,yes,no,cellular,20,apr,505,3,-1,0,unknown,no
33649,38,services,divorced,primary,no,0,yes,no,cellular,20,apr,355,3,151,3,failure,no
33651,35,technician,married,secondary,no,257,yes,yes,cellular,20,apr,307,4,-1,0,unknown,no
33652,29,blue-collar,married,secondary,no,457,yes,no,cellular,20,apr,72,3,341,1,other,no
33662,36,entrepreneur,married,tertiary,no,-502,yes,no,cellular,20,apr,22,4,-1,0,unknown,no
33663,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no
33670,32,management,married,tertiary,no,268,yes,yes,cellular,20,apr,106,3,-1,0,unknown,no
33678,38,technician,married,tertiary,no,472,yes,no,cellular,20,apr,178,5,326,3,failure,no
33682,32,blue-collar,married,secondary,no,419,yes,no,cellular,20,apr,122,3,325,2,failure,no
33683,35,technician,married,secondary,no,1364,yes,yes,cellular,20,apr,25,2,-1,0,unknown,no
33692,35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes
33695,30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,unknown,no
33701,37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,unknown,no
33746,30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes
33747,65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,unknown,yes
33751,75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
33759,31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
33766,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,no
33768,45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,2,-1,0,unknown,yes
33783,25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,163,1,-1,0,unknown,yes
33786,39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes
33788,24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes
33794,66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
33800,46,services,single,unknown,no,454,no,no,cellular,24,apr,155,9,-1,0,unknown,no
33808,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
33812,36,admin.,married,secondary,no,0,yes,no,cellular,24,apr,83,2,-1,0,unknown,no
33813,29,management,married,tertiary,no,4328,no,no,cellular,27,apr,121,8,-1,0,unknown,no
33821,31,management,married,tertiary,no,2395,no,no,cellular,27,apr,218,1,-1,0,unknown,no
33823,56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes
33824,65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,unknown,yes
33845,70,retired,divorced,primary,no,383,no,no,cellular,28,apr,50,2,-1,0,unknown,no
33856,62,blue-collar,married,primary,no,115,no,no,telephone,29,apr,75,3,-1,0,unknown,no
33858,26,management,single,tertiary,no,6791,no,no,telephone,29,apr,164,23,-1,0,unknown,no
33861,30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes
33877,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes
33882,29,student,single,secondary,no,78,no,no,cellular,30,apr,239,1,-1,0,unknown,yes
33885,55,retired,married,secondary,no,6690,no,no,cellular,30,apr,534,1,-1,0,unknown,no
33887,31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,-1,0,unknown,yes
33889,30,services,single,tertiary,no,803,no,no,cellular,30,apr,243,1,-1,0,unknown,no
33892,27,management,single,tertiary,no,828,no,no,cellular,30,apr,243,1,-1,0,unknown,no
33894,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
33896,31,technician,single,secondary,no,4105,no,no,cellular,30,apr,264,1,-1,0,unknown,no
33897,36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
33898,33,management,married,tertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
33901,42,services,single,secondary,no,3403,yes,no,cellular,30,apr,160,1,-1,0,unknown,no
33904,43,admin.,married,tertiary,no,279,yes,no,cellular,30,apr,155,1,164,1,failure,no
33911,29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
33915,42,technician,single,unknown,no,11115,no,no,cellular,30,apr,328,1,-1,0,unknown,yes
33918,33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
33922,48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
33930,54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes
33934,33,management,married,tertiary,no,1122,no,no,cellular,30,apr,187,10,-1,0,unknown,no
33935,27,admin.,single,tertiary,no,662,no,no,cellular,30,apr,47,1,-1,0,unknown,no
33941,35,admin.,married,secondary,no,-312,no,no,cellular,30,apr,116,1,21,1,failure,no
33942,29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,no
33959,46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
33960,34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,1,-1,0,unknown,yes
33972,33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no
33978,57,retired,married,tertiary,no,478,no,no,cellular,30,apr,70,1,84,1,failure,no
33984,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,yes
33987,54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,unknown,no
33993,36,self-employed,single,tertiary,no,0,yes,no,cellular,30,apr,204,1,-1,0,unknown,no
33999,29,technician,married,tertiary,no,534,no,no,cellular,30,apr,452,2,-1,0,unknown,no
34013,53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,yes
34014,32,technician,single,tertiary,no,4,yes,no,cellular,30,apr,311,1,-1,0,unknown,no
34018,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
34019,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,-1,0,unknown,no
34030,32,management,single,tertiary,no,796,no,yes,cellular,30,apr,198,1,160,1,failure,no
34035,30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
34037,32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,1,-1,0,unknown,yes
34039,36,self-employed,single,tertiary,no,351,no,no,cellular,30,apr,78,1,84,1,failure,no
34040,31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,no
34042,38,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,102,1,-1,0,unknown,no
34051,29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
34053,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
34055,30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
34056,56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
34057,37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,84,1,success,no
34059,23,technician,single,unknown,no,314,no,no,cellular,30,apr,666,1,-1,0,unknown,no
34060,44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,no
34065,34,self-employed,married,tertiary,no,442,yes,no,cellular,30,apr,69,1,164,2,other,no
34075,54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
34076,32,management,single,tertiary,no,566,no,no,cellular,30,apr,114,2,-1,0,unknown,no
34084,25,student,single,secondary,no,2354,no,no,cellular,30,apr,149,1,84,7,success,no
34086,43,blue-collar,married,secondary,no,2105,no,no,telephone,30,apr,93,2,-1,0,unknown,no
34089,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,yes
34096,27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,no
34098,49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,-1,0,unknown,yes
34109,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
34110,58,retired,married,secondary,no,919,yes,yes,cellular,30,apr,329,2,346,2,failure,no
34113,31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,2,-1,0,unknown,yes
34120,30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown,no
34121,70,technician,married,secondary,no,3020,no,no,telephone,30,apr,56,1,-1,0,unknown,no
34137,45,admin.,married,secondary,no,1435,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
34145,33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
34155,29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown,no
34158,31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,yes
34166,28,services,single,primary,no,307,no,no,cellular,30,apr,132,1,-1,0,unknown,no
34181,26,self-employed,married,tertiary,no,219,no,no,cellular,4,may,104,5,-1,0,unknown,no
34193,40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
34201,46,management,married,tertiary,no,1446,no,no,cellular,4,may,359,1,-1,0,unknown,no
34206,33,management,single,tertiary,no,417,yes,no,cellular,4,may,170,2,87,1,failure,no
34207,50,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24,3,-1,0,unknown,no
34208,25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,unknown,yes
34213,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes
34214,34,management,single,tertiary,no,14,yes,no,telephone,4,may,47,1,-1,0,unknown,no
34216,36,technician,married,tertiary,no,911,yes,yes,cellular,4,may,275,3,-1,0,unknown,no
34217,37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,no
34219,24,student,single,unknown,no,0,no,no,cellular,4,may,90,2,-1,0,unknown,no
34223,25,services,single,secondary,no,642,yes,yes,cellular,4,may,364,2,-1,0,unknown,no
34224,40,blue-collar,married,primary,no,-388,yes,no,cellular,4,may,195,3,340,1,failure,no
34228,30,management,single,tertiary,no,220,yes,no,cellular,4,may,233,2,-1,0,unknown,no
34229,44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
34230,52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
34236,29,services,single,tertiary,no,8947,yes,no,cellular,4,may,535,2,-1,0,unknown,no
34239,28,management,single,tertiary,no,672,no,no,cellular,4,may,174,1,-1,0,unknown,no
34240,45,services,married,tertiary,no,4958,no,no,cellular,4,may,212,4,-1,0,unknown,no
34254,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
34257,28,blue-collar,married,primary,no,-65,yes,no,cellular,4,may,90,4,-1,0,unknown,no
34258,47,management,married,secondary,no,2010,no,no,telephone,4,may,222,6,-1,0,unknown,no
34264,29,management,married,tertiary,no,451,no,no,cellular,4,may,54,1,96,1,failure,no
34265,26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,no
34273,36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
34279,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
34286,30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,-1,0,unknown,no
34287,42,management,married,tertiary,no,2,yes,yes,telephone,4,may,336,9,-1,0,unknown,no
34291,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
34296,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes
34299,30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,unknown,no
34311,45,technician,married,secondary,no,280,yes,no,cellular,4,may,562,3,168,2,other,no
34313,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
34323,32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
34330,55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown,no
34331,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,4,may,1121,3,88,10,success,no
34333,26,blue-collar,married,primary,no,104,yes,no,cellular,4,may,230,6,360,2,other,no
34335,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
34343,29,blue-collar,single,secondary,no,369,yes,no,cellular,4,may,174,5,346,3,failure,no
34357,30,unemployed,married,secondary,no,476,no,no,cellular,4,may,99,4,-1,0,unknown,no
34372,43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,yes
34379,27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
34387,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,no
34402,32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,may,171,2,-1,0,unknown,no
34410,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,no
34411,27,blue-collar,single,secondary,no,-289,yes,yes,cellular,5,may,94,5,-1,0,unknown,no
34413,33,management,single,tertiary,no,1373,yes,no,cellular,5,may,17,5,349,2,failure,no
34419,46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,no
34420,42,admin.,divorced,secondary,no,2133,yes,no,cellular,5,may,89,5,-1,0,unknown,no
34427,33,admin.,single,secondary,no,346,yes,no,cellular,5,may,24,7,354,2,other,no
34429,31,blue-collar,married,secondary,no,113,yes,no,cellular,5,may,337,3,-1,0,unknown,no
34445,31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,unknown,no
34447,26,technician,single,tertiary,no,3628,no,no,cellular,5,may,151,1,-1,0,unknown,no
34452,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure,no
34453,36,blue-collar,married,secondary,no,80,yes,yes,cellular,5,may,234,1,165,4,failure,no
34454,36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,-1,0,unknown,no
34455,45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown,no
34456,30,services,married,secondary,no,-111,yes,no,cellular,5,may,154,1,-1,0,unknown,no
34469,33,management,married,tertiary,no,0,yes,no,cellular,5,may,301,1,365,1,failure,no
34471,32,admin.,single,secondary,no,12,yes,no,cellular,5,may,242,1,365,2,failure,no
34473,35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,no
34481,35,management,single,tertiary,no,1,yes,no,cellular,5,may,80,1,285,1,failure,no
34489,35,admin.,married,secondary,no,3854,yes,no,cellular,5,may,131,1,-1,0,unknown,no
34490,48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown,no
34491,32,technician,married,tertiary,no,52,yes,yes,cellular,5,may,188,1,-1,0,unknown,no
34500,51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
34521,29,blue-collar,single,secondary,no,-16,yes,yes,cellular,5,may,201,1,-1,0,unknown,no
34526,32,management,single,tertiary,no,0,yes,no,cellular,5,may,196,1,-1,0,unknown,no
34529,33,admin.,married,secondary,no,30,yes,no,telephone,5,may,125,2,-1,0,unknown,no
34533,30,blue-collar,married,secondary,no,203,yes,no,cellular,5,may,18,6,-1,0,unknown,no
34534,31,services,single,secondary,no,187,yes,no,cellular,5,may,241,1,347,1,failure,no
34537,34,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown,no
34539,51,admin.,married,primary,no,2,yes,no,cellular,5,may,295,1,-1,0,unknown,no
34542,25,technician,single,secondary,no,1833,yes,no,cellular,5,may,323,2,-1,0,unknown,no
34544,32,blue-collar,single,primary,no,2829,yes,no,cellular,5,may,26,1,-1,0,unknown,no
34547,38,blue-collar,single,secondary,no,2032,yes,no,cellular,5,may,87,4,349,2,failure,no
34557,36,management,divorced,tertiary,no,668,yes,no,cellular,5,may,623,1,-1,0,unknown,no
34559,27,technician,single,tertiary,no,75,yes,yes,cellular,5,may,308,1,351,1,failure,no
34560,39,housemaid,married,secondary,no,1372,yes,yes,cellular,5,may,206,1,355,1,failure,no
34565,31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure,yes
34566,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,-1,0,unknown,yes
34581,47,technician,married,secondary,no,232,yes,no,cellular,5,may,166,2,285,1,failure,no
34594,36,blue-collar,married,secondary,no,108,yes,no,cellular,5,may,348,1,-1,0,unknown,no
34598,41,blue-collar,divorced,primary,no,169,yes,no,cellular,5,may,71,1,-1,0,unknown,no
34599,35,admin.,married,secondary,no,1,yes,yes,cellular,5,may,58,1,-1,0,unknown,no
34610,37,services,divorced,secondary,no,731,yes,no,cellular,5,may,160,1,-1,0,unknown,no
34620,34,services,divorced,secondary,no,-258,yes,no,cellular,5,may,259,1,-1,0,unknown,no
34621,31,admin.,married,secondary,no,33,yes,no,cellular,5,may,290,2,-1,0,unknown,no
34626,39,management,divorced,tertiary,no,224,yes,no,cellular,5,may,106,1,-1,0,unknown,no
34638,41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes
34643,39,blue-collar,single,secondary,no,290,yes,no,cellular,5,may,128,1,336,1,other,no
34647,35,services,married,secondary,no,27,yes,yes,cellular,5,may,442,2,278,3,failure,no
